First Name,Last Name,Gender,Team,Status,Car,Nationality,DOB,Traits,Fame,Scouting Level,Weight,Wages,Contract End,Contract Start,Qualifying Bonus Amount,Qualifying Bonus Position,Race Bonus Amount,Race Bonus Position,Champion Bonus,Pay Driver,Braking,Cornering,Smoothness,Overtaking,Consistency,Adaptability,Fitness,Feedback,Focus,Optimal Zone,Driving Style,Driver Number,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Form,Experience,Morale,Obedience,Potential,Patience,Chairman Popularity,Fans Popularity,Sponsor Popularity,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Body Type,Hat,Helmet Style,Helmet Primary Colour,Helmet Secondary Colour,Helmet Tertiary Colour,Marketability,Brake Supplier Preference,Improvement Rate,Peak Duration,Peak Age,Desired Championships,Desired Wins,Desired Earnings,Desired Budget,Stars,Series Preference,Reward ID
Simone,Santore,F,25,Reserve,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,3,2,6,1,0,5,0,15,0,3,7,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Christian,West,M,26,Reserve,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,1,3,9,0,0,0,0,10,0,5,7,2,50,1,50,5,30,1,1,0,100,0.1,Any,
Bruno,Cabral,M,27,Reserve,,Portugal,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,0,4,9,0,0,0,0,6,0,6,9,1,50,3,50,5,30,1,1,0,100,0.1,Any,
Hong,Liào,M,28,Reserve,,China,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,3,0,6,0,0,2,0,3,0,8,2,0,50,1,50,5,30,1,1,0,100,0.1,Any,
Katie,Linares,F,29,Reserve,,Australia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,3,2,8,4,0,0,0,9,0,10,10,6,50,1,50,5,30,1,1,0,100,0.1,Any,
Cerys,Young,F,30,Reserve,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,1,1,7,0,0,0,0,13,0,4,0,8,50,5,50,5,30,1,1,0,100,0.1,Any,
Peter,Young,M,31,Reserve,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,100,100,100,1,4,4,1,0,11,0,6,0,5,3,0,50,5,50,5,30,1,1,0,100,0.1,Any,
Andrea,Gabler,F,32,One,,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,3,8,0,0,1,0,14,0,10,5,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Lisandro,Cruz,M,32,Two,,Venezuela,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,1,5,0,0,0,0,12,0,4,2,0,50,1,50,5,30,1,1,0,100,0.1,Any,
Chica,Balcazar,F,32,Reserve,,Spain,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,1,9,0,0,0,0,16,0,8,6,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Maxime,Lori,M,33,Equal,,Switzerland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,6,7,1,0,0,0,8,0,10,6,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Sofi,Sevilla,F,33,Equal,,Spain,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,1,1,0,0,5,0,0,0,4,2,5,50,5,50,5,30,1,1,0,100,0.1,Any,
Miia,Lahtinen,F,33,Reserve,,Finland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,4,9,0,0,0,0,0,0,5,4,2,50,4,50,5,30,1,1,0,100,0.1,Any,
Chiaki,Hashimoto,F,34,One,,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,0,0,0,5,0,14,0,0,2,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Riku,Tanaka,M,34,Two,,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,6,4,0,0,0,0,6,0,5,4,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Marieke,Meulen,F,34,Reserve,,Netherlands,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,9,0,0,0,0,0,0,9,6,4,50,4,50,5,30,1,1,0,100,0.1,Any,
Jarita,Dutt,F,35,Two,,India,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,3,4,1,0,0,0,4,0,6,10,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Rafael,Rodrigues,M,35,One,,Portugal,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,6,1,0,0,0,5,0,6,5,3,50,1,50,5,30,1,1,0,100,0.1,Any,
Lorenzo,Mori,M,35,Reserve,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,4,6,0,0,0,0,4,0,10,1,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Mia,Holgersen,F,36,Equal,,Denmark,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,2,0,0,10,0,14,0,6,10,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Will,Baggs,M,36,Equal,,Australia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,8,0,0,1,0,1,0,3,2,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Angela,Casciani,F,36,Reserve,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,3,0,0,0,0,15,0,9,6,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Ray,Roberts,M,37,One,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,2,1,0,8,0,3,0,9,0,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Alice,Wood,F,37,Two,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,1,9,0,0,0,0,15,0,10,10,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Óscar,Diaz,M,37,Reserve,,Colombia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,0,7,0,0,0,0,17,0,1,0,7,50,5,50,5,30,1,1,0,100,0.1,Any,
Will,Hume,M,38,Equal,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,8,0,0,8,0,15,0,6,2,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Patrycja,Kaluza,F,38,Equal,,Poland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,5,0,0,5,0,11,0,1,8,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Masahiko,Tanakuchi,M,38,Reserve,,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,7,6,0,0,0,0,2,0,1,6,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Eva,Blasi,F,39,One,,Switzerland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,4,0,0,8,0,15,0,4,0,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Hannah,Trenoweth,F,39,Two,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,7,0,0,0,0,10,0,2,5,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Niklas,Wuelfrath,M,39,Reserve,,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,7,1,0,0,0,8,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Dagur,Stefánsson,M,40,Equal,,Iceland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,6,0,0,0,2,0,16,0,10,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Santo,Parisi,M,40,Equal,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,3,9,1,0,7,0,3,0,4,0,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Gaspar,Fuentes,M,40,Reserve,,Spain,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,1,0,0,0,0,8,0,5,3,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Cristina,Capello,F,41,Equal,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,6,7,1,0,0,0,7,0,10,8,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Gary,Edwards,M,41,Equal,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,4,7,0,0,4,0,2,0,7,3,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Gregorio,Suero,M,41,Reserve,,Spain,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,4,9,0,0,0,0,11,0,8,1,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Lars,Ohlin,M,42,One,,Sweden,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,8,0,0,0,0,0,0,9,3,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Barnaby,White,M,42,Two,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,8,0,0,0,0,8,0,9,7,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Calvin,Griffin,M,42,Reserve,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,1,9,0,0,0,0,7,0,0,9,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Sally,Higgins,F,43,Two,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,5,6,0,0,0,0,9,0,8,6,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Asta,Landvik,F,43,One,,Norway,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,1,7,1,0,1,0,4,0,10,2,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Bjørn,Bjelland,M,43,Reserve,,Norway,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,0,6,0,0,3,0,12,0,5,3,9,50,1,50,5,30,1,1,0,100,0.1,Any,
Nabil,Vercruysse,M,44,Equal,,Belgium,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,4,5,0,0,0,0,13,0,9,10,4,50,2,50,5,30,1,1,0,100,0.1,Any,
Yang,Lei,F,44,Equal,,China,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,6,9,1,0,0,0,5,0,3,7,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Jakob,Võsu,M,44,Reserve,,Estonia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,6,4,0,0,0,0,6,0,5,4,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Mitsuki,Naito,M,45,Equal,,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,8,0,0,4,0,11,0,5,8,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Kyuichi,Okimoto,M,45,Equal,,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,4,6,0,0,0,0,16,0,7,5,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Wakana,Omura,F,45,Reserve,,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,4,11,0,0,7,0,14,0,9,8,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Teuvo,Partanen,M,46,Equal,,Finland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,7,1,0,0,0,7,0,5,4,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Luca,Gatto,M,46,Equal,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,8,1,0,8,0,7,0,1,7,1,50,3,50,5,30,1,1,0,100,0.1,Any,
Chris,Cannon,M,46,Reserve,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,7,0,0,0,0,0,0,5,6,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Nina,Cellier,F,47,One,,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,2,0,0,0,5,0,3,0,0,5,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Alexia,Pernet,F,47,Two,,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,1,2,1,2,0,4,0,0,9,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Nevada,Mellado,M,47,Reserve,,Venezuela,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,2,6,0,0,0,0,4,0,3,4,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Bindo,Giuliani,M,48,Equal,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,4,5,7,0,0,6,0,6,0,0,6,2,50,2,50,5,30,1,1,0,100,0.1,Any,
Joe,Norris,M,48,Equal,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,2,4,0,0,0,0,7,0,1,5,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Leonzio,Fara,M,48,Reserve,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,4,1,0,0,0,12,0,8,3,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Cora,Alo,F,49,Equal,,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,6,0,1,6,0,4,0,0,4,2,50,2,50,5,30,1,1,0,100,0.1,Any,
Goa,Minzhe,M,49,Equal,,HongKong,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,5,7,0,0,0,0,2,0,8,10,7,50,2,50,5,30,1,1,0,100,0.1,Any,
Eliina,Soininen,F,49,Reserve,,Finland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,4,4,0,0,4,0,4,0,8,7,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Vanessa,Silveira,F,50,Equal,,Spain,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,1,9,0,0,0,0,10,0,3,2,3,50,2,50,5,30,1,1,0,100,0.1,Any,
William,Channon,M,50,Equal,,France,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,7,2,1,0,0,0,0,7,1,10,50,2,50,5,30,1,1,0,100,0.1,Any,
Daisy,Parker,F,50,Reserve,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,7,0,0,0,0,10,0,3,9,2,50,2,50,5,30,1,1,0,100,0.1,Any,
Hal,Wilson,M,51,Equal,,UK,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,3,2,1,0,1,0,4,0,10,1,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Phillip,Taylor,M,51,Equal,,UnitedStates,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,3,4,1,0,1,0,4,0,10,1,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Konstantin,Ivanov,M,51,Reserve,,RussianFederation,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,2,6,0,0,1,0,4,0,10,1,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Victor,Cazacu,M,52,One,1,Romania,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,2,1,0,0,0,0,8,0,4,7,0,50,2,50,5,30,1,1,0,100,0.1,Any,
Lucy,Lavoie,F,52,One,1,Canada,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,2,6,0,0,0,0,12,0,4,9,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Millie,Davis,F,52,Equal,1,Canada,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,1,0,0,0,0,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Roger,Taylor,M,52,Equal,2,NewZealand,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,7,8,1,0,8,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Dirk,Lehmann,M,52,Two,2,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,0,0,0,5,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Bruce,Mayer,M,52,Two,2,Australia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,4,9,0,0,1,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Olga,Makarova,F,53,Equal,1,RussianFederation,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,4,0,0,0,7,0,12,0,2,9,1,50,2,50,5,30,1,1,0,100,0.1,Any,
Abasin,Dhillon,M,53,One,1,Pakistan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,7,3,1,0,7,0,6,0,10,10,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Genki,Kawashima,M,53,One,1,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,3,9,0,0,0,0,6,0,10,10,3,50,2,50,5,30,1,1,0,100,0.1,Any,
Kiyoshi,Hiraoka,F,53,Two,2,Japan,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,1,9,0,0,0,0,13,0,6,8,8,50,2,50,5,30,1,1,0,100,0.1,Any,
David,Arnet,M,53,Two,2,Switzerland,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,7,0,0,1,0,13,0,6,8,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Kathrina,Gruber,F,53,Two,2,Austria,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,6,0,0,0,0,13,0,6,8,8,50,2,50,5,30,1,1,0,100,0.1,Any,
Diana,Bovino,F,54,Equal,1,Italy,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,3,7,0,0,0,0,4,0,4,5,5,50,2,50,5,30,1,1,0,100,0.1,Any,
Oddvar,Wigdahl,M,54,One,1,Norway,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,0,5,1,0,0,0,0,4,0,7,0,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Zoja,Udris,F,54,Equal,1,Latvia,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,1,2,0,0,0,0,11,0,1,1,6,50,2,50,5,30,1,1,0,100,0.1,Any,
Oliver,Möller,M,54,Equal,2,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,3,3,11,0,0,5,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Linda,Lorenz,F,54,Equal,2,Germany,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,3,6,0,0,7,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Pauline,Ballack,F,54,Two,2,Austria,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,5,0,10,1,0,0,0,6,0,4,9,9,50,2,50,5,30,1,1,0,100,0.1,Any,
Iris,Sundin,F,55,One,1,Sweden,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,2,4,2,0,0,0,0,9,0,6,2,10,50,2,50,5,30,1,1,0,100,0.1,Any,
So,Jung,M,55,Equal,1,SouthKorea,31/03/1996,,0,0,69,1,2000,1999,,,,,0,0,1,1,1,1,1,1,1,1,1,0.5,16,,,,,,,,,,,n/a,0,50,80,160,5,,,,1,5,7,0,0,0,0,14,0,3,6,7,50,2,50,5,30,1,1,0,100,0.1,Any,
